9513250 	 23662,647,1008,22319,16420
3520000 	 14020,22058,6498,5791
3913250 	 10136
5034000 	 12220,10584
10653250 	 2655,23857,3828,24034,2574
10443000 	 4571,12674,12271,24969,28985,10329,28951,11449,21110,2042,2373,1222,29099,13779,18730,8719,9620,24151,13592,27135,2739,17747,17372,9192,5441,25488
8195000 	 1758
65500 	 21672,21078,2999,1563,15639,21758,28463,29099,14623,15018,18843,2693,6050,12055,25092,18736
3344750 	 29099,28435
9394250 	 25372
7143250 	 22366,637
2771250 	 29490,789
3644250 	 8637,7868
6003750 	 4949,647
1140750 	 23475,15622,3285
8910750 	 24503,3590
11747250 	 13093,155,251,4960,18730,28411,16918,9563
38250 	 11447,20626,17959,14318,11176,28719
6061250 	 14261,1370,679,5670,4949,15019,943,4169,23829
12377250 	 15138,24730,27191,21887
10818500 	 14261,4618
1561250 	 3627,13891
6301250 	 22393,25596,7868,29547,16463
4850000 	 1428
2103250 	 1831,6290
6683750 	 4731,24562,14818,15446
2050000 	 12329,27791,21336,14242,14415,24377
10642000 	 8257,14580,19814,2513,28149,20896,7323,7105,2655
4625750 	 9838,1428,3723,16540,15446
2331750 	 4571,7868,1222,22359,8625,13390,10395,8689,24893,28370,22789,1752,13903,21975,28985,14318,6529,23984,28653,5971,23025,21092
2807500 	 10593,19149,12512,29203
1528500 	 3627,4750,24929,23013,500
1661750 	 15534,11080,21950
8216500 	 14261,2257,12394,8313,3755,14939,19113,25558,16540,17747,21979,14400,19126
6807250 	 15192,8327
10312750 	 12016,16110,2257,2899,5185,15934,17547,6672
3304500 	 15065,1392
12173500 	 21426,14266,29287
1724250 	 12977,16176,15672
621500 	 19126,6143,3308
848500 	 14261,9838,22393,16406,10151,11196,24977
573000 	 19962
1953250 	 6096
3350250 	 14413,19177
8051750 	 8389,13737,13762,20297,26608,21110,20803,12220,14020,12202,21911
5143250 	 21110,17661,1280
5959000 	 13688,6672,251,10560
7103000 	 13737,11465,16488
1324500 	 8028
11874000 	 11679
8033500 	 21094,21110,20996
9807250 	 26722,25086,21885
9842500 	 11052,15210,22731,6148,4125,11605,4499,7868,19458,4949,9486,2367,4938,20317,11176,22319,15672
8243500 	 17945,11176,16857
4133750 	 1831
6849750 	 2655,19796,25372,3937,23556,4938,6290
6957500 	 24576,19615,12606,13793,15534,29547,27458,23025,5074
2492500 	 11124
8799750 	 19199,7868,11396
11493000 	 8689,22828,29022
9163000 	 28184,23278,6294,476,7748
5293250 	 12220
4844000 	 11176,12220
1181250 	 6672
6848750 	 12160,22319
3317500 	 11665
3742000 	 4571,20846,4125,8643
5522250 	 25260,679,21672,2257,8689,8739,28710,24898,4949,13450,12883
563500 	 2683,28653,7868,21838,5260,9620
3009000 	 23214,10604,21657,27407
5078750 	 21110,14580,679,24015
2752000 	 15820,3164
6921750 	 29497,19458
5440750 	 27210
1189000 	 1546,11176,4949,15584,15019,3720,29203,5598,11679
1118250 	 2159,2589,9582
3310750 	 8689,11328
9906500 	 21110,11328
3981750 	 1831,16082,21565,5053
8049000 	 27544
12016750 	 27683,18001,27371,24601,14030,15558,18730,11790
7306250 	 679,24379,7868
1710500 	 7868
11612500 	 19974
3549000 	 14261,5285
4895250 	 16944
12231250 	 19539,26722,26973,6246
3581250 	 16540,12512,12865,15383
1338750 	 993,12410,2966
7854500 	 29099
9586500 	 20073,29501,7868,10795,29541,10620,5799
7163250 	 4571,11465,8148,18805,24385,10329,16540,1597,17060,12943
1492500 	 3926,6876,679,16540,2267,13554,21683,7868,28899,3627,17653
3148500 	 19796,8327,18292,3627
341000 	 679,23407,2257,26722,26754,1739,9290,15019,17958,4003,20827,25676,11652,15584
11440500 	 14261,17986,504,3228
4922750 	 7340,7263,18465,25733
5726500 	 22731,14020,25733,17072
8156500 	 1831,4551
8111500 	 11080
2232500 	 4683
10774750 	 2899
472000 	 2605,23748,6542,14647
6412750 	 17060,3304,23632,15019
42000 	 28180,29528
6272000 	 6080,26451,22367,20180,29103
11158000 	 9563,290,15018,24565,20835,11396
5155750 	 12453
12239250 	 14261,1121,28333,21838,22024,7868,14014,14157,16754,25570,949,7354
1194750 	 8034,14261,4281,2669,7976,7868
9720000 	 16315,13773,26871,22168,8939,19894,11849,21092,1392
8573000 	 9549,16110
1688750 	 14020
6713250 	 11857
832250 	 1831
4876750 	 4080,12394,20536
9076750 	 4731,5712
5238000 	 8090,3361
5354000 	 12828,21078,21110,21294,14960,26288,13450,10948
9512750 	 17880,25651
12331000 	 16609,1831,28184,6294
3288250 	 360,3390,10714,16110
11590500 	 17606,2432
5012750 	 3393
799000 	 4709,16578,11687,2669,21796,1903,750,18730,13450,3350
9592500 	 11573,676,24541,20764,679,10329,13020,11080,7868,22094,5661,23241,24869,23071,143,6767,26665,9549
2428500 	 17640,4986,4172,7680,29231,5410,28332,9250,16328,22314,3755,25637,168,13216,7160,14399,24471
1629250 	 28937,143,21758
1782250 	 3237,19374
6751750 	 13737,28463,510,3658,1008
3149000 	 13162,29008
2088000 	 17431,16556,2655,5131,12173,11679,28411,21110,3720,4078,20585,25079
8949750 	 4808
11434750 	 20083
4852500 	 19340,21067,11080,13909,9563
4921000 	 15534,8689,18990,24015
4259500 	 4949
12371000 	 14261,12352,2227
200250 	 17556,1831
4059500 	 3857,24196,19277,16540,16383,9549,7710,14120,7868,1242,29099,10272,8166
599750 	 27785,20386
731750 	 29008
7927750 	 25372,18624
12142750 	 2375,22749
4547500 	 27060
7476250 	 13873,15019
6400000 	 28125,15672,19381,28087
5751500 	 284,3228,2353,6199
7016500 	 11679,27407,10616,24446,14020
725000 	 20425,25372,1831,18597,14482,2257
5769750 	 21869,29231,10188,28641,14294,14646,6617,6352,10622,11926
3114000 	 13112,21110,15259,2319,6828,2655,20484,22268
5898500 	 3774,28465,25420,7637,21110,11573,3723,14182,11849,26722,27371,374
4956000 	 2042
4195500 	 22246
2316250 	 10329,26576,527,679,21950,13592,4571,949,5796,25933
10696000 	 16276,1487,3458,5845,21110,2260,26969
3954500 	 26315,931,12162
4852000 	 7868
9802000 	 13888,16540,28653,29269,18804,24015,24947
434750 	 27458
11936000 	 1962,14294,10948
4256000 	 17647,2059,13883,6199,15661,11679
3014750 	 1147
2078000 	 14261,679,13097,2227
3719250 	 3362
11579750 	 11196
5248750 	 23623,9290
2187500 	 2963,16376,9953,7990,12162,24780
5754500 	 15019,15423,20751,9549
11307500 	 2463
10229250 	 7297,23628
6700250 	 4949,11578,8719,9549
1812000 	 16406,7105,29077
5654000 	 18672
11142000 	 29099,18075,18597,12352,5833,4939,1493
2076000 	 3390
1046250 	 2257,11396
4963500 	 13240
3405000 	 4389
4631250 	 5184
9671750 	 2826,29203,7868
299750 	 3034,23612
12028500 	 661,11679,24551,15368,11684,28059,14533,2173,24849,2999,24581,18082,8519,9213,21593,7600,12368,27335,27794
4257000 	 15089,4949,16913,23475,11176,4571,12329
4153000 	 11080
2198750 	 13216,12257,12394,12220
239250 	 3068,25372,3619,15018,15086,26608,16421,19381,530
2251750 	 13084,25177,22727
5220750 	 25240
4454500 	 25830,15138,28653
8701250 	 4571,18805,13551,19973,19974,19767,19037
10064500 	 28466
3592750 	 993,29547,11687,241,15405,19962,7868,5836,8689,24601
11939000 	 22317,23409,2176
267250 	 7105
5336750 	 12352
10095000 	 28752,12977,21092
11131750 	 10726,915,5738,17647
2378500 	 25372,10970,2367,28243,7230,4571,11679,22749,5099
1240250 	 8689,12394,5998
6258500 	 20471,1432
1793250 	 14020
10566000 	 28053,13554
3363000 	 3627,10680,24158
6515500 	 18235,21657,15831,24015,27906,8662,1831,6319,23340
8745250 	 679,15883
965500 	 8257,2963,12056,20297,24411,18227,10646,26845,25003
10533750 	 15721,29099,24026,17327
11300000 	 7552,4479,13701
5261000 	 8786,4960
5239500 	 19855,18176,21110,11624,18353,1979,23928
7568750 	 8327,4691,6827,4329
6150750 	 2655
10309250 	 6498,21091
4880250 	 16463,19217,20846
1446250 	 2655,21217,4078,19751
3216500 	 27168
7367000 	 16540,15584,4683,4918,11679
2968250 	 21110
7545250 	 29099,19021
3266750 	 12220
4047000 	 14119,2655,17945,21865,8943,18183,7624,20551,7105,12828
4716750 	 4324,13757,21110,22126,21495
11761750 	 5086,11524,9765,20846
7898750 	 7868,24503
3249250 	 25029,26959,22240,1237,7963,11080,7868,15075,5185
11552750 	 16011
847750 	 3714,21787,23656,2655,10232,23304,9848,8868,25770,2684,13390,21838,21110,16607,11080,9390,27406,1752,8662,19891
7976750 	 25372
10609250 	 2963,10948
9394500 	 7096,3126,17090,21110,20626,3723,10908
5968250 	 4078,1756
4256500 	 4694
5187750 	 11080
1758250 	 23676,4060,12560,10038
5906250 	 20529
7513250 	 2655,25372,4515,6290,29153,7692,1756,16463,29203,4078,26545,27544
7657250 	 1756
380000 	 18628,2128,1392,554,22367
10976250 	 22032,15138,12489,743,14580
7116750 	 11196
12015000 	 24977,8024,13097
11558000 	 16079,15784,27438,25372,16788,7552,24307,22029,15405,21611,4078,28576,3032,6290,1415
10598500 	 599,24274,12394,12352,21110,27906,18575,12220
2688750 	 4571,3629,13450,24601
9782500 	 4949,14261,25027,23662
12004000 	 16540,17191
415500 	 21442,8689,24841,22533,19381,3151
10592750 	 24341,28794,23798
3787750 	 19458
9716500 	 11465
8324500 	 16887,3228
5292000 	 21672,11670,1131
1025250 	 14119,1918
236000 	 4361,19501,23798,11018,14194,911,22523,29203,22828,21050,7248,20803,9452
1441500 	 12033,12670,2846,743
8216750 	 12017,12285,14065,11328
9946250 	 155,11688,2899,3720
4782250 	 12142,679
6619500 	 11465
4063000 	 6148,18689,12055
5693000 	 14020
3903500 	 24274,27609,9633,21899,9563,28605,15138,17647,13888
5847500 	 27458,7868,6672,5539,11080,17995,8978,1831
2480750 	 23284
3573750 	 12394,12220,4452,11670
6904000 	 7856,8193,10056,5557,11319,5267,642,11849
10713250 	 16079,2655,22823,7692,24059,9848,4078,26619,17087,3720
10966250 	 20952
11121500 	 10893,13986,27390,28192,9566,14072,20297
8757750 	 6968,3149,20386,23928
1832000 	 7868,11939
8017000 	 21092
8649250 	 16540,29203
11632250 	 15389,2655,4129,25372,1758,21110,24196,3555,11330,15773,26614,12220
5957500 	 19514,24385,19918,21919,2826,8689,8637,22080,9824,22943,11080,27501,29203,27741,12220
3684750 	 1831
1319000 	 21849
4035250 	 26633
1620500 	 12230
10578000 	 28937,20505,13240,422,18024,28992
11683250 	 1249,24196
4533750 	 4892,5290,27600,15434,9657,398,10694,4708,17319,21110,10059,530,26699,29362,6868,20579,25022,8122,23984,9392,20846,25346
2988000 	 12132,1822
1767500 	 5598,6690
567250 	 13962,5093,23251,11080
9782000 	 10381,15661,1831,21071,2826
6571750 	 15086,14580,20158,17706
4399750 	 6148
11972750 	 20708
7918750 	 3590,23662,16180,17995,13274,1788,23202,26959,18689,9802,13749,8978,11652,24541,1591,26404,22319,11225,18275
3781500 	 15606,5336,7096,27789,4949,4125,10819,911,679,21672,28842,241,25792,16818,15315,28117,19632,2695,10718
4907500 	 24430
2386250 	 7282,26754,6255,6331,6880,1392,9953,3534
10393750 	 28992,7868,5598
11794250 	 22504,3068,25424,11380,15660,18699,12394,13390,12220,14025,29203,10840,11679,28653,164,28924
11352000 	 6163,15155
11137750 	 10329,28230,3457,2227,22027,27906,11080,5832,6104,21841,6193,4226,25360
1904750 	 25888,22484
6380000 	 28425
10654750 	 7456,14991,2270,25214,29008,7314,27272,7552
5256500 	 15874,12165,13909
1727500 	 2787,2605,13115,27334
3226500 	 16474,6548,2927,23267,27023,25372,8689,14071,12394,7868,4230,29473,5185,13701,23863,8662,18741,924
6233750 	 2963,17431,7349,146,23214,15138
9839750 	 3805,24081,8689,5197,21110,28410,18281,8662,647,2375,6319,11328
9079500 	 21071
6848000 	 5454,9671
11111500 	 25372,20051,13962,25142,14623,22029,4669
12384250 	 21747
1517000 	 19903,16376,15299,12977,11350
4004500 	 624,5211
9982500 	 10435,21686,2683,9369
11496750 	 20565,3555,29084,22288,587,747,9829,28898,2695,22016,20101
2138750 	 11029
1110750 	 22499
3861500 	 14533,11983
8123500 	 22852,3390,14931
252500 	 26608,12541,13778,18741
2808500 	 12394,25372
83250 	 5131
8523250 	 16499,21336,20297,14458,4949,14074,16110,18730,18544,21672,25090,13592,12329,15934
2350750 	 2963,22736,8327,25989,6431,24009,25386,24788,24385,10840,4078,7741
6257000 	 26699,12259,25372,25424,28411,16986
9212500 	 4767,3476,17868,25372,14025,25596,1293,10176,20555,18937,14701,4370,17158,18002,13193,22889,22280
10539250 	 8702,4486
8430000 	 17771,8637,7354
1074500 	 24178,4571,20565,14154,14261,5074,20549,13374,4510,7262,17090,1507,15584,22556,679,23506,23503,8241,27446,2128,29392,10908,6052
9344000 	 25511
5828250 	 2963,6988,599,19828,16979,10962
3282250 	 19126,20827,23475
3035250 	 14020,993,11196
1247000 	 2669
9103250 	 2655,9563,12220
6780500 	 14261,19394,15086,2227
8215250 	 14020,24628,18251,14261
2797750 	 20595
9685000 	 11605,9569
11894500 	 14020,18564,15138,7856,9548
3054250 	 2929,23108,11328,28665,9111,3627,1591,29125
4073250 	 15921,22973,12792,7868,13592,27396,9946
5910250 	 26605,937
6996000 	 12165
8160750 	 5067,22244,6825,25169,10268,11196,22489,23857,18168,19422,28797,25618,365
282500 	 14020,15617,3697,3164,27135
6126750 	 24977
6497000 	 27522,20529,647,20902,11923
10619000 	 29547,4949
4557250 	 19962
1459000 	 26614
8070000 	 10329,20595,8511,18611,18024,11080,27044
861750 	 28924,3720,4731,4078
10756500 	 15269
8102000 	 18213,28230,2683,5591,26614
10000250 	 5598,6438
5539250 	 18231,14796,25207,27998,11329,7096,14630,27515,13779,27779,9563,24865,8046,3935,5009,22342,14580,28024,2270,13179,12220,18628
6205000 	 10352,1547,17214,17153,9195,8400,10806,1461,9948
1815750 	 22359,16908,22329,2160,22836,6245,28391,13909,3390,9392,29213,25488,28065,11969
6433000 	 18497,16463,11688,9824,22971,18149,20572,16396,684
8060000 	 111,2826,2880,14554,28098,14942,29203,27544,26408,13174
7830250 	 20127,5779,25372
12204750 	 21681,17812,22749,15019,9053
6299000 	 1481,6908,16818
4304250 	 14226,26665,3755,26860,8528,22393,3651,17986,4949,14261,7692,24869,24598,27426,15019,13097,18868,19007,11776
7810250 	 6880
190500 	 20425
6266000 	 8689,20575,20950,22749,15584,14580
405000 	 2846,26698
4189500 	 2251,5912
4186500 	 16126,12394,7105,11563
3096750 	 2815,20184,4078,20846,28553,17706,29203,7552,3720,3228,20388,8628
764750 	 20425,26988,22749,5403
4994000 	 16079,1852,10097,17087
7405250 	 17431
7323750 	 15534,29203,3740
7269750 	 20270
7003500 	 14261,14150,22342
3396250 	 15534,4953,25090
11391250 	 10840,6546,28031,1312,16399,24977,24690,27998,5845,2684,17417,22244,28785
8822250 	 27068,16821,25402
12061000 	 21110,28382,18075,17058
1114000 	 22356,8188
11078500 	 18805,19284,28391,2655
4814750 	 25135,679,19394,7868,10480,4795,11897
140500 	 15065,1831,28270,12394,6918
4037500 	 25883
1838750 	 21110,1831,10536
6572500 	 8311
6900500 	 21659
8346250 	 1831
8280500 	 4662
448250 	 4647
7149500 	 20645
4392000 	 14020,16527,21838,4949
3751500 	 8978,3866,15584,16540
425500 	 17506,22094
10112000 	 2471
3245250 	 18730,2257,22393
10831750 	 13482
6458250 	 21581
11220500 	 28411
9794000 	 14182,3197,24886,24560,17835
11847750 	 10948,15116
12386500 	 13087
10790500 	 1170,7070,20683,9836,22547,10773,26722,8313,27060,25682,24892,16621,22889,22126
3799500 	 1721,8739,6539
10257500 	 17117,29001,7577,22556,26135,23267,10106,28568,29284
1838000 	 21372
8170750 	 21548,21431,19552,27458,10207
4025000 	 4571,18575
12065000 	 2432
6067750 	 29099
6358500 	 10194
